truck_id,trip_id,cargo_weight,wait_tare,wait_loader,wait_gross,tare_time,load_time,gross_time,travel_time,unload_time,return_time,start_time,finish_time,total_time
7,9,27.11,0.0,25.899999999999636,0.0,3,8.1,3,23.8,13.2,20,1231.5,1308.4999999999995,76.99999999999955
6,9,27.34,0.0,17.399999999999636,0.0,3,8.9,3,21.1,13.0,20,1248.1,1314.4999999999995,66.39999999999964
8,9,27.38,0.0,20.299999999999727,0.0,3,8.6,3,24.6,14.4,20,1254.1,1327.9999999999995,73.89999999999964
4,10,27.61,1.4999999999997726,11.5,0.0,3,9.7,3,20.4,14.3,20,1269.9999999999998,1333.3999999999996,63.399999999999864
1,10,27.56,0.0,10.699999999999818,0.0,3,8.8,3,18.6,14.5,20,1281.9999999999998,1340.5999999999995,58.59999999999968
9,9,27.19,0.0,9.7999999999995,0.0,3,8.5,3,21.7,14.4,20,1291.7,1352.0999999999997,60.399999999999636
3,10,27.28,0.0,10.899999999999864,0.0,3,9.6,3,22.6,14.0,20,1299.0999999999997,1362.1999999999994,63.09999999999968
2,10,27.16,0.0,10.999999999999545,0.20000000000004547,3,8.7,3,22.2,14.2,20,1308.6,1370.8999999999996,62.29999999999973
5,10,27.5,0.0,11.099999999999909,0.0,3,9.4,3,19.6,12.6,20,1317.1999999999996,1375.8999999999994,58.69999999999982
7,10,27.57,0.0,9.200000000000045,1.7000000000000455,3,8.6,3,23.4,13.4,20,1328.4999999999995,1390.7999999999997,62.30000000000018
6,10,27.99,0.0,11.799999999999955,0.0,3,8.4,3,22.6,14.8,20,1334.4999999999995,1398.0999999999995,63.59999999999991
8,10,27.3,0.0,6.7000000000000455,0.0,3,9.9,3,18.9,12.4,20,1347.9999999999995,1401.8999999999999,53.90000000000032
4,11,27.27,0.599999999999909,10.600000000000136,0.0,3,10.0,3,23.0,12.2,20,1353.3999999999996,1415.7999999999997,62.40000000000009
1,11,27.91,0.10000000000013642,13.900000000000091,0.0,3,9.2,3,18.7,14.2,20,1360.5999999999995,1422.6999999999998,62.100000000000364
9,10,27.91,0.0,11.700000000000045,0.0,3,8.2,3,20.1,12.1,20,1372.0999999999997,1430.1999999999996,58.09999999999991
3,11,27.76,0.0,9.80000000000041,0.0,3,8.4,3,21.0,14.6,20,1382.1999999999994,1441.9999999999998,59.80000000000041
5,11,27.67,2.100000000000364,11.900000000000091,2.2999999999999545,3,9.7,3,21.6,12.1,20,1395.8999999999994,1512.5999999999997,116.70000000000027
2,11,27.21,0.0,9.500000000000227,0.8999999999998636,3,9.5,3,24.6,13.2,20,1390.8999999999996,1513.5999999999997,122.70000000000005
7,11,27.08,0.0,8.800000000000182,0.0,3,8.8,3,19.6,14.1,20,1410.7999999999997,1515.0999999999997,104.29999999999995
6,11,27.68,0.0,10.30000000000041,2.9999999999997726,3,9.8,3,21.9,14.9,20,1418.0999999999995,1542.9999999999998,124.90000000000032
8,11,27.61,0.0,16.299999999999955,3.299999999999727,3,8.7,3,23.1,12.8,20,1421.8999999999999,1551.0999999999995,129.1999999999996
4,12,27.83,0.0,70.10000000000014,0.0,3,8.4,3,18.1,14.8,20,1435.7999999999997,1553.1999999999998,117.40000000000009
9,11,27.84,0.0,14.100000000000364,0.0,3,8.2,3,23.0,13.8,20,1450.1999999999996,1565.3,115.10000000000036
1,12,27.85,5.499999999999773,16.30000000000041,4.899999999999636,3,8.2,3,22.3,14.7,20,1442.6999999999998,1578.5999999999997,135.89999999999986
3,12,27.02,8.199999999999818,21.500000000000455,2.0999999999996817,3,8.8,3,22.3,14.6,20,1461.9999999999998,1584.4999999999995,122.49999999999977
5,12,27.57,0.0,6.900000000000318,0.0,3,9.4,3,20.1,14.6,20,1532.5999999999997,1589.6,57.00000000000023
2,12,27.57,2.0,13.30000000000041,0.0,3,9.7,3,24.3,13.6,20,1533.5999999999997,1602.5,68.90000000000032
7,12,27.08,6.5,17.000000000000455,0.0,3,8.9,3,24.0,13.7,20,1535.0999999999997,1611.2000000000003,76.10000000000059
6,12,27.4,1.6000000000003638,2.900000000000091,0.7999999999999545,3,8.2,3,20.7,13.6,20,1562.9999999999998,1616.8000000000002,53.80000000000041
8,12,27.84,2.400000000000773,2.2000000000000455,0.5999999999996817,3,9.0,3,24.6,12.1,20,1571.0999999999995,1627.9999999999998,56.90000000000032
4,13,27.29,3.3000000000004093,8.200000000000045,0.0,3,9.6,3,21.5,12.2,20,1573.1999999999998,1634.0000000000002,60.80000000000041
9,12,27.98,0.0,9.000000000000227,1.6999999999993634,3,8.5,3,23.1,12.9,20,1585.3,1646.4999999999995,61.19999999999959
1,13,27.79,1.7000000000005002,2.5,0.0,3,9.7,3,20.7,14.3,20,1598.5999999999997,1653.5000000000002,54.900000000000546
3,13,27.03,0.0,8.000000000000682,0.1999999999998181,3,9.8,3,20.6,14.0,20,1604.4999999999995,1663.1,58.600000000000364
5,13,27.57,0.8999999999996362,11.800000000000637,0.0,3,9.2,3,21.3,13.7,20,1609.6,1672.5000000000002,62.90000000000032
2,13,27.27,0.0,9.000000000000227,0.0,3,9.8,3,19.7,14.0,20,1622.5,1681.0000000000002,58.50000000000023
7,13,27.61,0.0,10.099999999999909,0.0,3,8.1,3,19.0,13.4,20,1631.2000000000003,1687.8000000000002,56.59999999999991
6,13,27.62,0.7000000000000455,11.899999999999864,0.0,3,9.1,3,24.8,12.4,20,1636.8000000000002,1701.7,64.89999999999986
8,13,27.1,0.0,10.500000000000227,0.0,3,8.3,3,18.8,12.6,20,1647.9999999999998,1704.1999999999998,56.200000000000045
4,14,27.88,1.3999999999998636,11.399999999999864,0.0,3,8.5,3,18.4,13.0,20,1654.0000000000002,1712.7,58.69999999999982
9,13,27.46,0.0,8.80000000000041,0.0,3,8.8,3,22.2,12.0,20,1666.4999999999995,1724.3,57.80000000000041
1,14,27.66,0.0,10.599999999999682,0.4000000000003183,3,8.0,3,24.0,13.5,20,1673.5000000000002,1736.0000000000002,62.5
3,14,27.34,0.0,9.0,0.9000000000003183,3,8.0,3,23.3,12.4,20,1683.1,1742.7000000000003,59.600000000000364
5,14,27.4,0.0,7.599999999999682,0.0,3,9.8,3,23.4,12.7,20,1692.5000000000002,1752.0,59.49999999999977
2,14,27.53,0.0,8.899999999999636,2.900000000000091,3,8.9,3,21.5,13.1,20,1701.0000000000002,1762.3,61.29999999999973
7,14,27.27,0.0,10.999999999999773,0.0,3,9.0,3,21.6,14.8,20,1707.8000000000002,1770.1999999999998,62.399999999999636
6,14,27.08,0.0,6.099999999999909,0.0,3,9.2,3,21.7,13.0,20,1721.7,1777.7,56.0
8,14,27.76,3.5000000000002274,9.299999999999955,0.0,3,9.9,3,23.0,15.0,20,1724.1999999999998,1790.9,66.70000000000027
4,15,27.88,1.099999999999909,13.100000000000136,0.0,3,9.7,3,23.4,12.1,20,1732.7,1798.1000000000001,65.40000000000009
9,14,27.93,0.0,12.300000000000182,0.0,3,9.6,3,21.3,13.8,20,1744.3,1807.3,63.0
1,15,27.39,0.0,10.199999999999818,0.0,3,9.4,3,23.0,13.8,20,1756.0000000000002,1818.4,62.399999999999864
3,15,27.31,0.0,12.899999999999864,0.0,3,9.1,3,19.4,14.8,20,1762.7000000000003,1824.9,62.19999999999982
5,15,27.44,0.20000000000004547,12.5,0.0,3,8.9,3,22.9,14.8,20,1772.0,1837.3000000000002,65.30000000000018
2,15,27.69,0.0,11.300000000000182,0.0,3,9.6,3,21.0,12.4,20,1782.3,1842.6000000000001,60.30000000000018
7,15,27.86,0.5000000000002274,12.5,0.0,3,8.5,3,20.5,14.4,20,1790.1999999999998,1852.6000000000001,62.40000000000032
6,15,27.74,1.900000000000091,12.099999999999909,0.0,3,8.8,3,23.7,13.9,20,1797.7,1864.1000000000001,66.40000000000009
8,15,27.32,0.0,9.599999999999909,0.0,3,9.5,3,23.6,13.5,20,1810.9,1873.1,62.19999999999982
4,16,27.91,0.0,11.899999999999864,0.20000000000004547,3,8.2,3,23.8,14.6,20,1818.1000000000001,1882.8,64.69999999999982
9,15,27.23,0.0,10.900000000000091,0.0,3,8.2,3,23.2,13.1,20,1827.3,1888.7,61.40000000000009
1,16,27.66,0.0,8.0,2.5,3,8.4,3,21.6,14.4,20,1838.4,1899.3000000000002,60.90000000000009
3,16,27.92,0.0,9.900000000000091,0.0,3,8.5,3,20.0,14.9,20,1844.9,1904.2000000000003,59.30000000000018
5,16,27.47,0.0,6.0,0.5,3,8.8,3,23.7,13.9,20,1857.3000000000002,1916.2000000000003,58.90000000000009
2,16,27.36,0.7000000000000455,8.799999999999955,0.0,3,8.2,3,24.8,13.5,20,1862.6000000000001,1924.6000000000001,62.0
7,16,27.99,0.0,7.7000000000000455,0.0,3,9.1,3,21.8,13.2,20,1872.6000000000001,1930.4,57.799999999999955
